n,id,name,forename,surname,course,school,tutor,career,year,support,photo,username
1758,10386235,Matthew Robinson,Matthew,Robinson,MSc Business and Management,Biosciences,Simon Chew,UG,1,N,47,sdyql5
1759,10358999,Samantha Robinson,Samantha,Robinson,BA Hons Geography with Business,Biosciences,Susan Burke,UG,2,Y,20,wfyfj7
1760,10325728,Michael Rogerson,Michael,Rogerson,MSc Business and Management,Biosciences,Allison Chan,UG,1,N,4,eayuz1
1761,10300374,Cecilia Rose,Cecilia,Rose,BSc Hons Agricultural Business Management,Philosophy,Joshua Clarke,UG,4,Y,7,lryal5
1762,10593520,Garth Samways,Garth,Samways,BSc Hons Agricultural Business Management,Biosciences,Joshua Clarke,UG,1,N,27,ciylk4
1763,10117828,Lesley Scott,Lesley,Scott,BSc Hons Accounting and Business,Politics and International Relations,Kate Beard,UG,2,Y,24,axypx2
1764,10349500,Stephen Scott,Stephen,Scott,BSc Hons Agricultural Business Management,Business School,Kate Beard,UG,1,N,40,skydy3
1765,10663406,Darren Seeney,Darren,Seeney,MSc International Business,Biosciences,Kate Beard,PGT,4,N,50,vsyvc4
1766,10918807,Israr Shah,Israr,Shah,BSc Hons Agricultural Business Management,Law,Susan Burke,UG,1,N,39,yuych0
1767,10564413,Pragna Shah,Pragna,Shah,MBA Business Administration,Biosciences,Allison Chan,UG,1,N,23,seyxa9
1768,10501291,Zahur Shah,Zahur,Shah,BSc Hons Accounting and Business,Philosophy,Susan Burke,UG,3,N,20,alykc4
1769,10601482,Susan Sharpe,Susan,Sharpe,MBA Business Administration,Politics and International Relations,Susan Burke,PGT,1,Y,1,ekylk9
1770,10490586,John Shier,John,Shier,BSc Hons Accounting and Business,Business School,Joshua Clarke,UG,3,N,11,vxyoc5
1771,10019405,Sara Shorey,Sara,Shorey,MBA Business Administration,Politics and International Relations,Simon Chew,UG,4,N,13,jqyuj9
1772,10036722,Gladys Simpson,Gladys,Simpson,BSc Hons Accounting and Business,Business School,Joshua Clarke,UG,1,N,43,axyin9
1773,10456073,Tony Smith,Tony,Smith,BSc Hons Agricultural Business Management,Biosciences,Allison Chan,UG,3,N,8,skyjx9
1774,10639313,Shane Smith,Shane,Smith,BSc Hons Accounting and Business,Law,Simon Chew,UG,1,N,50,epyta3
1775,10276301,Mark Sussex,Mark,Sussex,BSc Hons Agricultural Business Management,Business School,Kevin Berry,PGT,3,N,14,nzyvb0
1776,10985488,Karl Sweeney,Karl,Sweeney,BA Hons Geography with Business,Law,Patricia Collins,PGT,2,N,2,exyjr8
1777,10259348,David Tate,David,Tate,MSc International Business,Business School,Frances Coady,UG,1,N,19,ypyce1
1778,10847338,Steve Thatcher,Steve,Thatcher,BA Hons Geography with Business,Business School,Simon Chew,UG,2,N,24,vzysl6
1779,10245494,Jane Tocher,Jane,Tocher,MBA Business Administration,Law,Simon Chew,UG,3,N,44,gqymp5
1780,10700478,Julie Townson,Julie,Townson,MBA Business Administration,Biosciences,Patricia Collins,UG,3,N,18,pyybk2
1781,10006559,David Turner,David,Turner,BSc Hons Agricultural Business Management,Business School,Kate Beard,UG,2,N,27,mayjg4
1782,10151458,Joanne Wales,Joanne,Wales,MSc Business and Management,Law,Kate Beard,UG,1,N,46,wkydo2
1783,10651810,John Walker,John,Walker,MSc International Business,Business School,Patricia Collins,UG,1,N,12,ccysv4
1784,10486497,Ronald Walker,Ronald,Walker,BSc Hons Agricultural Business Management,Business School,Allison Chan,UG,3,N,14,uiycw3
1785,10437640,Alison Wallen,Alison,Wallen,BSc Hons Accounting and Business,Business School,Frances Coady,UG,1,N,10,ctyct9
1786,10053179,Claire Warren,Claire,Warren,BSc Hons Accounting and Business,Politics and International Relations,Patricia Collins,UG,2,N,19,dbysu4
1787,10783994,Laura Webb,Laura,Webb,MBA Business Administration,Law,Patricia Collins,UG,3,N,11,nzyhu1
1788,10290547,Deidre Weight,Deidre,Weight,BA Hons Geography with Business,Philosophy,Patricia Collins,UG,2,N,36,tbyui7
1789,10879918,Alistair Wells,Alistair,Wells,MBA Business Administration,Politics and International Relations,Simon Chew,UG,1,N,45,mjyqq1
1790,10020147,Desiree Weston,Desiree,Weston,BA Hons Geography with Business,Law,Allison Chan,UG,1,N,23,fhybs0
1791,10171919,Grahame Wheller,Grahame,Wheller,MBA Business Administration,Biosciences,Kate Beard,UG,3,Y,2,ybykr6
1792,10611264,David Whitaker,David,Whitaker,BA Hons Geography with Business,Law,Joshua Clarke,PGT,1,N,9,agyzc1
1793,10690724,Phillip White,Phillip,White,MBA Business Administration,Business School,Susan Burke,UG,1,N,2,tiyjd4
1794,10446950,Lorraine Whitelock,Lorraine,Whitelock,MSc Business and Management,Law,Andrew Allen,UG,1,N,41,dmysa9
1795,10098631,Mark Williams,Mark,Williams,MSc International Business,Politics and International Relations,Allison Chan,UG,1,N,46,wiyaz1
1796,10680121,Tracey Wilson,Tracey,Wilson,MSc International Business,Law,Kate Beard,UG,1,N,26,rpyyf1
1797,10102511,Robert Wood,Robert,Wood,BSc Hons Accounting and Business,Politics and International Relations,Simon Chew,UG,1,N,50,iwyav1
1798,10928310,Heather Woodhead,Heather,Woodhead,MSc Business and Management,Law,Susan Burke,UG,2,N,3,pyywt6
1799,10326243,David Yip,David,Yip,BSc Hons Accounting and Business,Biosciences,Joshua Clarke,UG,1,Y,38,ltyji8
1800,10508859,Raymond Young,Raymond,Young,BSc Hons Agricultural Business Management,Philosophy,Patricia Collins,UG,2,N,46,kfyik7
1801,10277293,Kathryn Adamson,Kathryn,Adamson,MBA Business Administration,Politics and International Relations,Kate Beard,UG,1,Y,48,pjybt0
1802,10717000,Kayes Ahmed,Kayes,Ahmed,BSc Hons Agricultural Business Management,Law,Andrew Allen,UG,4,N,35,viyqi5
1803,10866557,Muktar Ahmed,Muktar,Ahmed,MSc Business and Management,Business School,Frances Coady,UG,1,N,26,exyxx3
1804,10758338,Michael Anning,Michael,Anning,BSc Hons Accounting and Business,Politics and International Relations,Susan Burke,UG,1,N,6,cbywd8
1805,10056162,Bonnie Araujo,Bonnie,Araujo,BA Hons Geography with Business,Business School,Simon Chew,PGT,4,N,11,pwynv0
1806,10157803,William Armstrong,William,Armstrong,BSc Hons Agricultural Business Management,Law,Susan Burke,PGT,4,N,13,bpydq2
1807,10574043,Haridas Asher,Haridas,Asher,BSc Hons Agricultural Business Management,Business School,Andrew Allen,UG,3,N,24,bsyes2
1808,10960060,Nigel Atherton,Nigel,Atherton,MSc International Business,Politics and International Relations,Susan Burke,PGT,3,N,4,ueyrx5
1809,10768753,Elroy Bailey,Elroy,Bailey,BSc Hons Accounting and Business,Business School,Patricia Collins,UG,4,N,5,qtyfs8
1810,10892442,Marcos Ball,Marcos,Ball,MSc Business and Management,Law,Frances Coady,PGT,1,N,31,hsybd0
1811,10349821,Valerie Ball,Valerie,Ball,BSc Hons Accounting and Business,Law,Allison Chan,PGT,3,N,12,hsywz7
1812,10002699,Beverley Barnes,Beverley,Barnes,BSc Hons Agricultural Business Management,Politics and International Relations,Patricia Collins,UG,3,N,32,peykb5
1813,10398923,Marilyn Barnes,Marilyn,Barnes,MSc Business and Management,Biosciences,Andrew Allen,UG,1,N,27,woyjs1
1814,10367129,Christine Barnett,Christine,Barnett,BSc Hons Accounting and Business,Business School,Frances Coady,UG,2,N,13,uqydh0
1815,10696606,Virginia Barrett,Virginia,Barrett,BSc Hons Accounting and Business,Philosophy,Susan Burke,UG,1,N,22,rwyea4
1816,10644556,Anthony Barrett,Anthony,Barrett,BA Hons Geography with Business,Law,Allison Chan,PGT,3,N,31,eryvk5
1817,10724665,Eva Beazley,Eva,Beazley,MSc Business and Management,Biosciences,Patricia Collins,PGT,1,N,30,exyns2
1818,10605908,Nick Beddow,Nick,Beddow,BA Hons Geography with Business,Politics and International Relations,Patricia Collins,UG,1,N,41,bkyzi2
1819,10510178,Caroline Betts,Caroline,Betts,MBA Business Administration,Biosciences,Kate Beard,UG,1,N,46,hcypp9
1820,10263053,Angela Bidgood,Angela,Bidgood,BA Hons Geography with Business,Politics and International Relations,Kate Beard,UG,1,N,27,ytybu3
1821,10653824,Kim Blades,Kim,Blades,MBA Business Administration,Biosciences,Patricia Collins,UG,1,N,35,zkyfd9
1822,10227137,Clare Bones,Clare,Bones,MSc International Business,Law,Simon Chew,UG,1,N,42,iwyvo0
1823,10151796,John Bowden,John,Bowden,BSc Hons Accounting and Business,Philosophy,Joshua Clarke,PGT,2,N,45,teypp7
1824,10529572,John Bowles,John,Bowles,BA Hons Geography with Business,Law,Simon Chew,UG,2,Y,27,cbygx7
1825,10288260,Annette Bradley,Annette,Bradley,BSc Hons Accounting and Business,Politics and International Relations,Patricia Collins,UG,1,N,10,xqycr1
1826,10974206,Peter Breen,Peter,Breen,BSc Hons Accounting and Business,Biosciences,Joshua Clarke,UG,1,N,3,cjybt8
1827,10540103,Gemma Britton,Gemma,Britton,BSc Hons Agricultural Business Management,Law,Susan Burke,UG,3,Y,23,payyl8
1828,10589078,Elizabeth Broadhurst,Elizabeth,Broadhurst,MBA Business Administration,Philosophy,Kevin Berry,UG,1,N,13,rxyol8
1829,10220562,Martin Brock,Martin,Brock,MSc Business and Management,Philosophy,Kevin Berry,PGT,2,N,2,hbyzn3
1830,10361118,Robert Brock,Robert,Brock,MSc Business and Management,Law,Joshua Clarke,PGT,2,N,15,rsyrp8
1831,10391354,Patricia Brown,Patricia,Brown,BA Hons Geography with Business,Business School,Kevin Berry,UG,2,N,27,moyzl1
1832,10963909,Richard Brown,Richard,Brown,BA Hons Geography with Business,Law,Susan Burke,PGT,1,Y,11,frydn8
1833,10527062,Beryl Burgess,Beryl,Burgess,MBA Business Administration,Law,Patricia Collins,PGT,2,N,32,kjyep8
1834,10327400,Steven Burgess,Steven,Burgess,BA Hons Geography with Business,Business School,Simon Chew,UG,1,N,39,sjylv8
1835,10364620,Christopher Butler,Christopher,Butler,BSc Hons Agricultural Business Management,Law,Joshua Clarke,PGT,1,N,32,mzylk1
1836,10758277,Anthony Cahill,Anthony,Cahill,MSc Business and Management,Biosciences,Andrew Allen,UG,3,N,27,mgyxn5
1837,10398090,Jamie Cargill,Jamie,Cargill,MSc Business and Management,Philosophy,Kate Beard,UG,2,N,30,olysw9
1838,10369193,Karen Carney,Karen,Carney,BA Hons Geography with Business,Philosophy,Simon Chew,PGT,4,N,48,akyph9
1839,10863096,Patrick Carroll,Patrick,Carroll,BSc Hons Accounting and Business,Politics and International Relations,Kate Beard,UG,1,N,47,uvyhw0
1840,10165824,Michael Carter,Michael,Carter,MBA Business Administration,Law,Kevin Berry,UG,1,N,29,czymn1
1841,10852342,Francine Cohen,Francine,Cohen,BSc Hons Accounting and Business,Law,Kevin Berry,PGT,2,N,17,ewymf6
1842,10948293,Brendan Coleman,Brendan,Coleman,MSc International Business,Business School,Allison Chan,UG,1,N,11,fjyim7
1843,10421155,Brendan Collins,Brendan,Collins,MBA Business Administration,Business School,Kevin Berry,UG,3,N,4,ruyvt7
1844,10131758,Caroline Collins,Caroline,Collins,MSc Business and Management,Business School,Andrew Allen,UG,1,N,40,zdyjz5
1845,10330928,Judith Colman,Judith,Colman,BA Hons Geography with Business,Business School,Patricia Collins,PGT,3,N,46,peylw8
1846,10859203,Wendy Cook,Wendy,Cook,MSc International Business,Law,Simon Chew,UG,2,N,26,trybn1
1847,10675681,Dudley Cooper,Dudley,Cooper,BSc Hons Agricultural Business Management,Politics and International Relations,Allison Chan,UG,3,N,17,sjyir2
1848,10760894,Sheila Courtney,Sheila,Courtney,BA Hons Geography with Business,Law,Joshua Clarke,UG,2,N,48,rwyvb2
1849,10022353,Russell Cruttenden,Russell,Cruttenden,BA Hons Geography with Business,Philosophy,Kevin Berry,PGT,3,N,22,ufykk3
1850,10717861,Charles Cullen,Charles,Cullen,MSc International Business,Politics and International Relations,Susan Burke,PGT,3,N,3,rpyrp7
1851,10382219,Catherine Dagg,Catherine,Dagg,BSc Hons Agricultural Business Management,Biosciences,Andrew Allen,UG,2,Y,18,ctymk0
1852,10610481,Joyce Dando,Joyce,Dando,MSc International Business,Biosciences,Kate Beard,UG,3,N,30,fpykz8
1853,10987168,Samuel Daniel,Samuel,Daniel,BSc Hons Agricultural Business Management,Business School,Simon Chew,UG,1,N,8,xeytg0
1854,10532657,Aimee Davies,Aimee,Davies,BA Hons Geography with Business,Politics and International Relations,Patricia Collins,UG,1,N,28,ktyfj6
1855,10888144,Marilyn Davies,Marilyn,Davies,MSc International Business,Business School,Andrew Allen,PGT,1,N,27,adynh4
1856,10096097,Carly Davies,Carly,Davies,MSc International Business,Business School,Allison Chan,UG,1,N,11,anyvr4
1857,10360190,Thomas Davison,Thomas,Davison,BSc Hons Agricultural Business Management,Business School,Patricia Collins,PGT,1,N,16,bbyof1
1858,10245365,Melania Defelice,Melania,Defelice,MSc International Business,Business School,Joshua Clarke,PGT,1,N,31,alyaa1
1859,10005789,Philip Dodd,Philip,Dodd,MBA Business Administration,Politics and International Relations,Patricia Collins,PGT,1,Y,15,eoyjv5
1860,10072093,Sean Doherty,Sean,Doherty,BSc Hons Accounting and Business,Philosophy,Kate Beard,UG,1,N,7,nbymd0
1861,10248888,Brendan Downes,Brendan,Downes,MSc International Business,Business School,Frances Coady,UG,2,N,48,vuyvh8
1862,10270412,Michael Durie,Michael,Durie,BSc Hons Accounting and Business,Biosciences,Kate Beard,UG,2,N,43,ylyht8
1863,10329862,Rosemary Dyer,Rosemary,Dyer,BSc Hons Accounting and Business,Law,Kevin Berry,PGT,3,N,49,xeysa2
1864,10555634,Michael Edwards,Michael,Edwards,MSc Business and Management,Philosophy,Joshua Clarke,UG,1,N,48,smyiy3
1865,10059667,James Falla,James,Falla,BSc Hons Agricultural Business Management,Law,Kate Beard,PGT,1,N,25,oiyem6
1866,10531747,Jennifer Farrell,Jennifer,Farrell,MSc International Business,Philosophy,Andrew Allen,UG,1,N,37,dqylx4
1867,10330206,Jenny Farrer,Jenny,Farrer,MBA Business Administration,Philosophy,Simon Chew,UG,1,N,9,zyyrh6
1868,10558845,Audrey Fellows,Audrey,Fellows,BSc Hons Agricultural Business Management,Business School,Andrew Allen,UG,4,Y,28,qryzp2
1869,10914891,Stephen Ferguson,Stephen,Ferguson,BSc Hons Accounting and Business,Biosciences,Susan Burke,UG,1,Y,1,xfypq6
1870,10351608,Elizabeth Fisher,Elizabeth,Fisher,BSc Hons Agricultural Business Management,Philosophy,Andrew Allen,UG,2,N,47,scyir8
1871,10825008,Elaine Fisher,Elaine,Fisher,MBA Business Administration,Business School,Allison Chan,UG,1,Y,21,npyhk6
1872,10201926,Tim Fletcher,Tim,Fletcher,MSc International Business,Business School,Joshua Clarke,UG,1,N,33,twyvm1
1873,10420819,Andrew Foster,Andrew,Foster,MSc Business and Management,Politics and International Relations,Patricia Collins,UG,3,N,5,zayqp1
1874,10483804,Scott Fraser,Scott,Fraser,MBA Business Administration,Biosciences,Kate Beard,PGT,3,N,18,kpyss6
1875,10872643,Christine Freeman,Christine,Freeman,MBA Business Administration,Business School,Patricia Collins,UG,1,N,24,zyyql1
1876,10838304,Annette Garrett,Annette,Garrett,MBA Business Administration,Philosophy,Andrew Allen,UG,2,N,43,hyyhj8
1877,10621857,Ernest Gartrell,Ernest,Gartrell,BSc Hons Accounting and Business,Politics and International Relations,Kevin Berry,UG,1,N,37,wcyqu1
1878,10683180,Gurmel Gill,Gurmel,Gill,MSc International Business,Biosciences,Kevin Berry,UG,2,N,13,mwyop2
1879,10967349,Mark Glazebrook,Mark,Glazebrook,MBA Business Administration,Politics and International Relations,Kate Beard,PGT,3,N,11,nyyva8
1880,10528383,Christopher Goodier,Christopher,Goodier,BSc Hons Accounting and Business,Biosciences,Kate Beard,PGT,1,N,41,anyal7
1881,10567413,Wayne Goodridge,Wayne,Goodridge,BSc Hons Agricultural Business Management,Politics and International Relations,Susan Burke,UG,4,N,45,tfyvu6
1882,10608135,Francesca Goodwin,Francesca,Goodwin,MSc International Business,Politics and International Relations,Frances Coady,PGT,3,N,34,jsypl7
1883,10865983,Andrew Goss,Andrew,Goss,MSc Business and Management,Business School,Susan Burke,UG,2,N,22,layli8
1884,10918754,Philippa Green,Philippa,Green,BA Hons Geography with Business,Business School,Allison Chan,PGT,2,N,42,anyrj4
1885,10515146,Terry Green,Terry,Green,BSc Hons Agricultural Business Management,Law,Kevin Berry,UG,2,N,35,olyib7
1886,10238535,William Guy,William,Guy,MSc International Business,Business School,Andrew Allen,UG,3,N,29,zdyiy5
1887,10137985,James Hair,James,Hair,BSc Hons Agricultural Business Management,Politics and International Relations,Frances Coady,UG,3,N,26,uoype3
1888,10958159,Peter Hammond,Peter,Hammond,BA Hons Geography with Business,Law,Andrew Allen,UG,1,N,44,euyuv0
1889,10935442,Graeme Hampton,Graeme,Hampton,MSc Business and Management,Philosophy,Simon Chew,UG,3,Y,32,jpysj2
1890,10184496,Margaret Harper,Margaret,Harper,MSc International Business,Philosophy,Joshua Clarke,UG,1,N,1,feybq5
1891,10677947,Debra Harris,Debra,Harris,BA Hons Geography with Business,Business School,Andrew Allen,UG,3,N,11,dyywg2
1892,10720063,Linda Harrison,Linda,Harrison,MSc Business and Management,Business School,Kate Beard,UG,1,N,42,ruypo0
1893,10441853,Ruth Harrison,Ruth,Harrison,MBA Business Administration,Biosciences,Simon Chew,UG,3,N,12,zxyjm4
1894,10838693,Nigel Haslam,Nigel,Haslam,MSc International Business,Law,Frances Coady,UG,3,N,30,kqyyl6
1895,10919720,Stuart Hastings,Stuart,Hastings,BA Hons Geography with Business,Politics and International Relations,Andrew Allen,UG,1,N,13,vwyzo4
1896,10101694,Denis Hawthorne,Denis,Hawthorne,BA Hons Geography with Business,Business School,Joshua Clarke,UG,2,N,50,xlyob4
1897,10381439,Kathryn Heather,Kathryn,Heather,MSc International Business,Philosophy,Simon Chew,UG,2,N,14,oryby1
1898,10874702,Joel Heveron,Joel,Heveron,BA Hons Geography with Business,Business School,Joshua Clarke,PGT,1,N,14,ooyqa1
1899,10157736,William Hopkinson,William,Hopkinson,MSc Business and Management,Philosophy,Kevin Berry,UG,1,Y,34,naykm6
1900,10362573,Alan Houghton,Alan,Houghton,BSc Hons Accounting and Business,Biosciences,Allison Chan,PGT,2,N,15,ibydb2
1901,10416370,Stephen Howard,Stephen,Howard,BSc Hons Accounting and Business,Politics and International Relations,Susan Burke,UG,3,N,5,skyrt7
1902,10158456,Johanna Howitt,Johanna,Howitt,BA Hons Geography with Business,Business School,Kate Beard,UG,1,N,30,ufydr6
1903,10353695,Stacie Hughes,Stacie,Hughes,MSc International Business,Law,Simon Chew,PGT,3,N,23,hgylm0
1904,10226452,Mary Irving,Mary,Irving,MSc International Business,Business School,Andrew Allen,UG,2,Y,23,seyfx2
1905,10568092,Zoe Jacobs,Zoe,Jacobs,MSc Business and Management,Law,Simon Chew,UG,3,N,44,ftyza4
1906,10542008,Thomas James,Thomas,James,MSc Business and Management,Law,Patricia Collins,UG,4,N,8,psynz5
1907,10158240,Dawn Jenning,Dawn,Jenning,MSc Business and Management,Business School,Kate Beard,UG,1,N,1,btyab6
1908,10688681,Brian Johnson,Brian,Johnson,MBA Business Administration,Politics and International Relations,Kate Beard,UG,3,N,44,yuyuu0
1909,10537694,Nigel Johnson,Nigel,Johnson,MSc Business and Management,Philosophy,Joshua Clarke,UG,1,N,36,dbytl1
1910,10064901,David Jones,David,Jones,BA Hons Geography with Business,Law,Susan Burke,UG,1,Y,11,eiyok0
1911,10379502,Mary Jones,Mary,Jones,MSc Business and Management,Law,Andrew Allen,UG,2,N,46,cvypm6
1912,10669345,Patricia Jones,Patricia,Jones,MBA Business Administration,Biosciences,Kate Beard,UG,4,N,3,wcyll3
1913,10515538,Stephen Jones,Stephen,Jones,MSc International Business,Law,Patricia Collins,UG,2,Y,46,eiywc0
